1;1;79;1;0;;;1
2;1;42;0;0;;;1
3;2;86;1;0;6;20;1
4;2;20;0;0;6;20;1
5;3;43;1;0;;;0
6;3;12;0;0;;;0
7;4;32;1;1;14;8;0
8;5;90;1;1;;;1
9;6;3;1;1;13;17;1
10;7;28;1;0;7;55;0
11;7;55;0;0;7;55;0
12;8;82;1;0;;;0
13;9;71;1;0;;;0
14;10;86;1;0;;;0
15;11;9;1;0;;;0
16;12;45;1;1;;;0
17;13;53;1;1;;;0
18;14;61;1;0;;;0
19;14;62;1;0;;;0
20;15;89;1;0;16;89;1
21;15;4;0;0;16;89;1
22;16;84;0;0;;;0
23;16;34;0;0;;;0
24;17;84;0;0;;;0
25;17;34;0;0;;;0
26;18;84;0;0;;;0
27;18;34;0;0;;;0
28;16;35;1;0;;;0
29;16;44;1;0;;;0
30;17;35;1;0;;;0
31;17;44;1;0;;;0
32;18;35;1;0;;;0
33;18;44;1;0;;;0
34;19;29;0;0;;;0
35;19;57;0;0;;;0
36;19;24;0;0;;;0
37;19;52;0;0;;;0
38;20;78;1;1;20;78;0
39;20;19;1;1;21;19;0
40;20;59;1;1;22;59;0
41;21;7;1;0;15;7;1
42;21;63;1;0;15;7;1
43;20;1;0;0;22;59;0
44;20;44;0;0;20;78;0
45;20;10;0;0;21;19;0
46;22;1;0;0;;;0
47;22;10;1;1;;;0
48;22;65;0;0;;;0
49;22;19;0;0;;;0
50;22;22;0;0;;;0
51;22;59;0;0;;;0
52;23;27;1;1;23;27;0
53;23;25;0;0;23;27;0
54;24;37;1;1;25;37;0
55;24;50;0;0;25;37;0
56;25;14;1;1;26;14;0
57;25;58;0;0;26;14;0
58;26;46;1;1;28;46;0
59;26;31;0;0;28;46;0
60;27;75;1;1;24;75;0
61;27;30;0;0;24;75;0
62;28;22;1;1;17;22;0
63;28;49;1;1;18;49;0
64;28;68;1;1;19;68;0
65;28;85;0;0;17;22;0
66;28;16;0;0;18;49;0
67;28;54;0;0;19;68;0
68;29;66;0;0;;;0
69;29;33;1;1;;;0
70;30;38;0;0;;;0
71;30;35;0;0;;;0
72;30;56;0;0;;;0
73;30;76;0;0;;;0
74;30;31;1;1;;;0
75;31;69;1;0;;;0
76;31;85;0;0;;;0
77;32;44;0;0;;;0
78;33;38;0;0;;;0
79;33;56;1;1;;;0
80;34;72;1;1;;;0
81;34;48;1;1;;;0
82;35;82;1;1;;;0
83;36;22;0;0;;;0
84;36;49;0;0;;;0
85;36;54;0;0;;;0
86;36;16;0;0;;;0
87;36;68;0;0;;;0
88;36;85;0;0;;;0
92;36;45;1;1;;;0
93;36;53;0;0;;;0
94;28;45;0;0;17;22;0
95;28;53;0;0;18;49;0
97;36;82;0;0;;;0
98;28;82;0;0;19;68;0
