1;1;20;0;0;;;1
2;1;28;1;0;;;1
3;2;8;0;0;6;8;1
4;2;42;1;0;6;8;1
5;4;74;1;0;;;0
6;7;48;1;1;;;0
7;6;53;1;1;;;0
8;8;9;1;0;;;0
9;9;86;1;0;;;0
10;10;29;0;0;;;0
11;11;29;0;0;;;0
12;12;29;0;0;;;0
13;10;38;0;0;;;0
14;10;83;0;0;;;0
15;11;83;0;0;;;0
16;12;83;0;0;;;0
17;11;38;0;0;;;0
18;12;38;0;0;;;0
19;10;;0;0;;;0
20;11;80;0;0;;;0
22;13;79;0;0;;;0
23;13;82;0;0;;;0
24;14;15;1;0;;;0
25;14;16;0;0;;;0
26;15;69;1;0;7;49;0
27;15;43;0;0;7;49;0
28;16;58;1;0;16;84;0
29;16;84;0;0;16;84;0
30;23;88;0;0;;;0
31;23;50;0;0;;;0
32;23;66;0;0;;;0
33;23;76;0;0;;;0
34;22;41;1;1;17;41;0
35;22;24;1;1;18;24;0
36;22;29;1;1;19;29;0
37;17;74;1;1;21;74;0
38;21;90;1;1;24;90;0
39;20;17;1;1;26;17;0
40;18;46;1;1;23;46;0
41;19;63;1;1;25;63;0
42;17;68;0;1;22;68;0
43;17;75;0;1;20;75;0
44;24;70;1;1;28;70;0
45;17;86;0;0;21;74;0
46;17;30;0;0;20;75;0
47;17;87;0;0;22;68;0
48;18;25;0;0;23;46;0
49;19;18;0;0;25;63;0
50;20;3;0;0;26;17;0
51;21;31;0;0;24;90;0
53;22;48;0;0;18;24;0
55;24;61;0;0;28;70;0
56;25;61;1;0;;;0
57;26;46;0;0;;;0
59;26;17;1;1;;;0
60;27;10;0;0;;;0
61;27;72;1;0;;;0
62;28;73;0;0;;;0
63;28;38;1;1;;;0
64;29;7;0;0;;;0
65;29;21;1;1;;;0
66;29;34;0;0;;;0
67;29;77;0;0;;;0
68;29;52;0;0;;;0
69;30;19;1;1;10;;0
70;30;70;0;0;10;;0
71;30;32;0;0;10;;0
72;30;31;0;0;10;;0
73;30;14;0;0;10;;0
74;32;67;1;0;;;0
75;32;90;0;0;;;0
76;33;26;0;0;;;0
77;33;6;1;0;;;0
78;34;68;1;1;36;68;0
79;35;78;0;0;;;0
80;35;51;1;0;;;0
81;36;12;1;1;;;0
82;36;72;0;0;;;0
83;37;25;0;0;;;0
84;37;46;1;1;;;0
85;38;86;0;0;;;0
86;38;30;1;1;;;0
87;38;13;0;0;;;0
88;38;68;0;0;;;0
89;38;74;0;0;;;0
90;38;87;0;0;;;0
91;39;48;0;0;;;0
93;39;41;0;0;;;0
94;39;24;0;0;;;0
95;39;29;0;0;;;0
97;39;6;0;0;;;0
99;40;39;1;1;30;39;0
102;41;12;1;1;8;12;0
103;41;72;0;0;8;12;0
104;42;83;1;1;31;83;0
105;42;38;0;0;31;83;0
106;43;80;1;1;29;80;0
107;43;67;0;0;29;80;0
108;45;35;1;1;;;1
109;45;91;1;1;;;1
110;46;5;1;1;15;7;0
111;46;65;0;0;15;7;0
112;48;26;1;1;2;26;1
113;48;81;0;0;27;81;1
114;48;34;0;0;27;81;1
115;48;47;0;0;2;26;1
116;48;57;0;0;2;26;1
117;48;9;0;0;2;26;1
120;47;37;0;0;1;37;1
121;47;60;0;0;1;37;1
122;47;27;1;1;4;27;1
123;47;33;0;0;1;37;1
124;47;36;0;0;4;27;1
125;49;78;0;0;5;78;1
126;49;14;0;0;3;14;1
127;49;19;1;1;3;14;1
128;49;1;0;0;3;14;1
129;49;32;0;0;5;78;1
130;50;54;1;1;;;1
131;51;59;1;1;11;55;1
132;52;62;1;1;11;55;1
133;53;73;1;1;11;55;1
134;54;52;1;1;11;55;1
135;56;55;1;1;11;55;1
136;55;54;0;0;32;52;0
137;55;59;0;0;32;52;0
138;55;62;0;0;32;52;0
139;55;73;0;0;32;52;0
140;55;52;1;1;32;52;0
141;57;9;1;1;12;89;1
142;58;1;1;1;12;89;1
143;59;89;1;1;12;89;1
144;60;89;1;1;12;89;1
146;61;55;0;0;33;89;0
148;61;89;0;0;33;89;0
150;66;13;1;1;14;22;1
151;62;11;1;1;12;89;1
152;65;56;1;1;13;51;1
153;63;51;1;1;13;51;1
154;67;22;1;1;14;22;1
155;68;13;0;0;35;22;0
156;68;22;0;0;35;22;0
157;64;11;0;0;34;11;0
158;64;51;0;0;34;11;0
160;69;39;1;1;;;0
161;70;75;0;0;;;0
162;70;68;0;0;;;0
163;70;30;1;1;;;0
165;70;87;0;0;;;0
166;70;39;0;0;;;0
167;71;46;1;1;;;0
168;71;25;0;0;;;0
169;71;83;0;0;;;0
170;72;24;0;0;;;0
172;72;41;0;0;;;0
173;72;48;1;0;;;0
174;72;10;0;0;;;0
175;72;31;0;0;;;0
176;72;63;0;0;;;0
177;72;21;0;0;;;0
178;72;18;0;0;;;0
179;72;30;0;0;;;0
180;72;12;0;0;;;0
181;22;6;0;0;18;24;0
182;73;6;1;1;;;0
183;73;17;0;0;;;0
184;74;83;0;0;37;72;0
186;74;77;0;0;37;72;0
187;74;72;1;1;37;72;0
188;74;61;0;0;37;72;0
189;75;61;0;0;;;0
190;75;72;1;0;;;0
191;75;77;0;0;;;0
192;76;61;0;0;;;0
193;76;72;1;0;;;0
194;76;77;0;0;;;0
195;77;71;0;0;;;0
196;78;71;0;0;;;0
197;79;71;0;0;;;0
198;77;39;0;0;;;0
199;78;39;0;0;;;0
200;79;39;0;0;;;0
201;77;87;1;1;;;0
202;77;68;0;0;;;0
203;78;87;1;1;;;0
204;78;16;0;0;;;0
205;79;87;1;1;;;0
206;79;68;0;0;;;0
207;77;70;0;0;;;0
208;78;70;0;0;;;0
209;79;70;0;0;;;0
210;80;46;1;1;;;0
211;81;6;1;0;;;0
212;81;53;0;0;;;0
213;82;75;0;0;;;0
214;82;38;0;0;;;0
215;82;46;1;1;;;0
217;82;3;0;0;;;0
218;82;40;0;0;;;0
220;85;53;1;0;;;0
221;86;5;1;1;;;0
222;87;65;1;0;;;0
223;88;15;0;0;;;0
225;88;14;1;1;;;0
227;88;27;0;0;;;0
228;89;7;1;1;;;0
229;89;54;0;0;;;0
230;89;45;0;0;;;0
231;89;67;0;0;;;0
232;89;68;0;0;;;0
233;89;87;0;0;;;0
234;90;8;0;0;;;0
235;90;88;1;0;;;0
237;91;85;1;0;;;0
238;92;3;1;1;;;0
239;93;75;0;0;;;0
240;93;10;0;0;;;0
241;93;37;0;0;;;0
242;93;59;0;0;;;0
243;93;60;0;0;;;0
244;93;62;1;1;;;0
245;93;44;0;0;;;0
246;94;7;0;0;;;0
247;94;31;0;0;;;0
248;94;25;0;0;;;0
249;94;54;0;0;;;0
250;94;67;0;0;;;0
251;94;73;0;0;;;0
252;94;52;0;0;;;0
253;94;41;0;0;;;0
255;94;17;1;1;;;0
256;95;36;0;0;;;0
257;95;21;1;0;;;0
258;95;68;0;0;;;0
259;96;27;1;0;;;0
260;97;26;0;0;;;0
261;97;81;0;0;;;0
262;97;56;0;0;;;0
263;97;89;0;0;;;0
264;97;32;1;0;;;0
265;31;3;1;1;;;0
266;10;80;0;0;;;0
267;12;80;0;0;;;0
268;76;89;0;0;;;0
269;76;34;0;0;;;0
270;83;40;1;0;;;0
271;84;40;1;0;;;0
272;94;55;0;0;;;0
273;84;49;0;0;;;0
274;84;57;0;0;;;0
275;84;1;0;0;;;0
276;3;16;1;0;;;0
277;3;15;0;0;;;0
280;22;4;0;0;17;41;0
282;5;71;0;0;;;0
283;39;53;1;0;;;0
284;22;53;0;0;17;41;0
286;22;71;0;0;19;29;0
287;72;7;0;0;;;0
288;46;7;0;0;15;7;0
289;46;10;0;0;15;7;0
290;98;30;1;1;;;0
291;99;24;1;0;40;24;0
292;39;4;0;0;;;0
293;78;4;0;0;;;0
294;100;17;1;0;;;0
295;100;1;0;0;;;0
296;100;27;0;0;;;0
297;48;44;0;0;27;81;1
299;93;90;0;0;;;0
300;72;90;0;0;;;0
303;43;40;0;0;29;80;0
305;101;19;1;0;38;19;0
306;101;32;0;0;38;19;0
307;101;56;0;0;38;19;0
308;101;14;0;0;38;19;0
309;101;1;0;0;39;78;0
310;101;78;0;0;39;78;0
311;15;49;0;0;7;49;0
314;102;63;1;1;;;0
315;103;21;1;1;;;0
316;104;87;0;0;;;0
317;104;37;1;0;;;0
318;105;79;0;0;;;0
319;105;82;0;0;;;0
320;106;54;0;0;;;0
321;106;81;0;0;;;0
323;107;85;1;0;9;2;0
324;107;45;0;0;9;2;0
325;107;2;0;0;9;2;0
326;20;77;0;0;26;17;0
327;21;21;0;0;24;90;0
328;43;39;0;0;29;80;0
329;93;3;0;0;;;0
330;94;3;0;0;;;0
331;93;33;0;0;;;0
332;26;18;0;0;;;0
