1;1;11;1;0;;;1
2;1;42;0;0;;;1
3;2;20;1;0;6;20;1
4;2;9;0;0;6;20;1
5;3;21;0;0;;;1
6;3;43;1;0;;;1
7;4;60;1;0;;;0
8;5;39;1;0;;;0
9;6;27;1;1;;;0
10;7;72;1;1;;;0
11;8;9;1;0;;;0
12;9;86;1;0;;;0
13;10;69;1;0;;;1
14;10;74;1;0;;;1
15;11;4;0;0;16;89;0
16;11;89;1;0;16;89;0
17;12;84;0;0;;;0
18;13;84;0;0;;;0
19;14;84;0;0;;;0
20;12;35;1;0;;;0
21;12;44;1;0;;;0
22;13;35;1;0;;;0
23;13;44;1;0;;;0
24;14;35;1;0;;;0
25;14;44;1;0;;;0
26;12;50;0;0;;;0
27;13;50;0;0;;;0
28;14;50;0;0;;;0
29;15;8;1;1;20;8;0
30;15;7;1;1;21;7;0
31;15;19;1;1;22;19;0
32;16;22;1;1;23;22;0
33;17;23;1;1;25;23;0
34;18;24;1;1;26;24;0
35;19;46;1;1;28;46;0
36;20;41;1;1;24;41;0
37;21;27;1;1;17;27;0
38;21;59;1;1;18;59;0
39;21;81;1;1;19;81;0
40;15;44;0;0;21;7;0
41;15;39;0;0;20;8;0
42;15;86;0;0;22;19;0
43;16;47;0;0;23;22;0
44;21;25;0;0;17;27;0
45;20;36;0;0;24;41;0
46;17;65;0;0;25;23;0
47;18;62;0;0;26;24;0
48;19;5;0;0;28;46;0
49;21;60;0;0;19;81;0
50;21;58;0;0;18;59;0
51;23;7;0;0;;;0
52;23;8;0;0;;;0
53;23;19;0;0;;;0
54;23;35;0;0;;;0
55;23;44;1;1;;;0
56;23;77;0;0;;;0
57;22;47;0;0;;;0
58;22;22;1;1;;;0
59;24;25;0;0;;;0
60;24;61;1;0;;;0
61;25;28;1;1;;;0
62;26;48;0;0;;;0
63;26;33;0;0;;;0
64;26;40;0;0;;;0
65;26;49;0;0;;;0
66;25;10;0;0;;;0
67;27;23;0;0;;;0
68;27;24;0;0;;;0
69;27;5;0;0;;;0
70;27;26;1;1;;;0
71;28;91;1;0;;;0
72;27;87;0;0;;;0
73;29;82;0;0;;;0
74;29;83;0;0;;;0
75;29;80;1;1;;;0
76;29;73;0;0;;;0
77;30;16;1;1;;;0
78;30;36;0;0;;;0
79;30;52;0;0;;;0
80;30;65;0;0;;;0
81;30;67;0;0;;;0
82;31;58;1;1;;;0
83;32;34;1;1;;;1
84;32;54;1;1;;;1
85;33;89;1;0;;;0
86;34;81;1;1;;;0
87;35;31;1;1;;;1
88;36;38;1;1;;;1
89;37;32;1;1;;;1
90;38;6;1;1;;;1
91;39;82;1;1;11;82;1
92;40;71;1;1;11;82;1
93;41;68;1;1;12;90;1
94;42;32;0;0;29;82;0
95;42;6;0;0;29;82;0
96;42;82;1;1;29;82;0
97;42;71;0;0;29;82;0
98;42;68;0;0;29;82;0
99;45;90;1;1;12;90;1
100;44;29;1;1;12;90;1
101;43;85;1;1;12;90;1
102;46;45;1;1;1;45;1
103;47;51;1;1;2;51;1
104;47;14;0;0;27;37;1
105;48;56;1;1;3;78;1
106;48;53;0;0;5;53;1
107;46;84;0;0;4;84;1
108;48;78;0;0;3;78;1
109;48;61;0;0;5;53;1
110;48;1;0;0;3;78;1
111;46;76;0;0;1;45;1
112;46;79;0;0;4;84;1
113;46;17;0;0;1;45;1
114;47;37;0;0;27;37;1
115;47;50;0;0;27;37;1
116;47;28;0;0;2;51;1
117;47;73;0;0;2;51;1
118;47;10;0;0;2;51;1
119;50;2;1;1;27;37;1
120;49;13;1;1;27;37;1
121;51;85;0;0;30;90;0
122;51;29;0;0;30;90;0
123;51;90;1;1;30;90;0
124;51;13;0;0;30;90;0
125;51;2;0;0;30;90;0
126;52;63;1;1;13;70;1
