1;1;69;1;0;;;1
2;1;20;0;0;;;1
3;2;63;0;0;;;1
4;2;86;0;0;;;1
5;3;33;1;0;;;1
6;3;80;0;0;;;1
7;4;72;1;0;;;1
8;5;11;1;0;7;23;0
9;5;23;0;0;7;23;0
10;6;74;1;0;;;0
11;7;60;1;0;;;0
12;8;48;1;0;;;0
13;9;27;1;1;;;0
14;10;9;1;0;;;0
15;11;28;1;0;;;0
16;11;71;1;0;;;0
17;12;86;1;0;;;0
18;13;84;0;0;16;84;0
19;13;42;0;0;14;42;0
20;13;59;1;0;15;59;0
21;14;85;1;0;;;0
22;14;29;0;0;;;0
23;15;42;0;0;;;0
24;15;85;1;0;;;0
25;15;29;0;0;;;0
26;16;42;0;0;;;0
27;16;85;1;0;;;0
28;16;29;0;0;;;0
29;17;17;1;0;;;0
30;18;90;1;1;23;90;0
31;18;31;0;0;23;90;0
32;19;90;0;0;;;0
33;19;44;1;1;;;0
34;20;3;0;0;;;0
35;20;38;1;1;;;0
36;20;67;0;0;;;0
37;20;50;0;0;;;0
38;21;78;0;1;20;78;0
39;21;37;0;1;21;37;0
40;21;46;1;1;22;55;0
41;21;76;0;0;21;37;0
42;21;79;0;0;20;78;0
44;22;79;0;0;;;0
45;22;76;1;1;;;0
46;22;55;0;0;;;0
47;23;22;1;1;25;22;0
48;23;58;0;0;25;22;0
49;24;17;0;0;26;81;0
50;24;1;0;0;26;81;0
51;25;55;1;1;28;46;0
52;25;36;0;0;28;46;0
53;26;43;0;0;;;0
54;26;34;0;0;;;0
55;26;48;1;0;;;0
56;26;51;0;0;;;0
57;26;29;0;0;;;0
59;27;43;0;0;19;74;0
60;27;34;0;0;17;29;0
61;27;48;0;0;18;27;0
62;27;51;0;0;18;27;0
63;27;29;0;1;17;29;0
64;27;27;0;1;18;27;0
65;27;74;1;1;19;74;0
66;28;49;1;1;24;49;0
67;28;32;0;0;24;49;0
68;29;3;1;0;;;0
69;30;62;1;0;;;0
70;31;21;1;1;;;0
71;31;25;0;0;;;0
72;31;82;0;0;;;0
73;32;45;1;0;;;0
74;32;4;0;0;;;0
75;33;88;0;0;;;0
76;33;;0;0;;;0
77;34;77;0;0;;;0
78;34;88;1;1;;;0
79;35;57;0;0;10;41;0
80;35;41;1;1;10;41;0
81;35;13;0;0;10;41;0
82;35;75;0;0;10;41;0
83;35;73;0;0;10;41;0
84;36;39;0;0;;;0
85;37;51;0;0;;;0
86;37;56;1;0;;;0
87;38;89;1;0;;;0
88;38;91;0;0;;;0
89;40;73;0;0;8;13;0
90;40;13;1;1;8;13;0
91;39;;0;0;;;0
92;39;;0;0;;;0
93;41;83;1;1;;;1
94;41;14;0;0;;;1
95;41;40;0;0;;;1
96;41;15;0;0;;;1
97;41;6;0;0;;;1
98;42;40;0;0;1;14;0
99;42;14;1;1;1;14;0
100;42;6;0;0;1;14;0
101;42;72;0;0;1;14;0
102;43;83;1;1;4;83;0
103;43;15;0;0;4;83;0
104;44;68;0;0;27;68;1
105;44;87;0;0;27;68;1
106;44;91;1;1;2;7;1
107;44;67;0;0;2;7;1
108;44;54;0;0;27;68;1
109;44;45;0;0;2;7;1
110;44;7;0;0;2;7;1
111;45;88;0;0;3;88;0
112;45;38;1;1;3;88;0
113;45;8;0;0;5;8;0
114;45;82;0;0;5;8;0
115;46;52;1;1;;;1
116;35;52;0;0;;;0
117;47;61;1;1;;;1
118;48;66;1;1;;;1
119;49;35;1;1;11;35;1
120;50;52;0;0;29;66;0
121;50;61;0;0;29;66;0
122;50;66;1;1;29;66;0
123;50;35;0;0;29;66;0
124;51;70;1;1;12;39;1
125;52;16;1;1;12;39;1
126;53;62;1;1;12;39;1
127;54;47;1;1;12;39;1
128;55;39;1;1;12;39;1
129;56;70;0;0;30;39;0
130;56;16;0;0;30;39;0
131;56;62;0;0;30;39;0
132;56;47;0;0;30;39;0
133;56;39;1;1;30;39;0
134;57;3;1;1;2;7;1
135;58;50;1;1;34;37;1
136;59;53;1;1;34;37;1
137;60;37;1;1;34;37;1
138;61;19;1;1;;;1
139;61;26;0;0;;;1
140;21;60;0;0;22;55;0
141;62;4;0;0;31;75;0
142;62;10;0;0;9;89;0
143;62;2;0;0;9;89;0
144;62;24;0;0;31;75;0
145;62;25;0;0;9;89;0
146;62;41;0;0;9;89;0
147;62;5;0;0;31;75;0
148;62;21;0;0;31;75;0
149;62;75;1;1;31;75;0
150;63;89;1;1;9;89;0
151;64;1;1;1;;;0
152;64;75;0;0;;;0
153;65;65;1;1;;;0
154;65;75;0;0;;;0
155;66;65;1;1;;;0
156;66;75;0;0;;;0
157;67;4;0;0;;;0
158;67;5;1;0;;;0
159;67;21;1;0;;;0
160;68;4;0;0;;;0
161;68;21;1;0;;;0
162;68;5;1;0;;;0
163;68;80;1;0;;;0
164;68;24;0;0;;;0
165;69;4;0;0;;;0
166;69;80;1;0;;;0
167;69;5;1;0;;;0
168;69;21;1;0;;;0
169;67;24;0;0;;;0
170;24;81;1;1;26;81;0
171;18;44;0;0;23;90;0
173;70;41;1;0;;;0
174;70;10;0;0;;;0
175;70;25;0;0;;;0
176;72;77;0;0;3;88;0
177;72;56;0;0;3;88;0
178;72;57;0;0;3;88;0
179;71;56;1;1;;;0
180;73;57;1;0;;;0
181;74;10;1;1;;;0
182;75;24;1;1;;;0
183;76;7;1;1;32;7;0
184;76;44;0;0;32;7;0
185;76;78;0;0;32;7;0
186;76;32;0;0;32;7;0
187;76;79;0;0;32;7;0
188;77;25;1;1;;;0
189;78;25;1;1;;;0
190;78;44;0;0;;;0
191;79;44;0;0;;;0
192;79;25;1;1;;;0
193;80;2;1;1;;;0
194;81;2;1;1;;;0
195;81;32;0;0;;;0
196;82;2;1;1;;;0
197;82;32;0;0;;;0
198;83;79;1;1;;;0
199;85;41;1;1;;;0
200;84;77;1;1;;;0
201;83;78;0;0;;;0
202;86;7;1;1;;;0
203;16;13;0;0;;;0
204;15;13;0;0;;;0
205;14;13;0;0;;;0
206;87;53;1;1;13;53;0
207;87;50;0;0;13;53;0
208;88;50;0;0;35;37;0
209;88;53;0;0;35;37;0
210;88;37;1;1;35;37;0
211;91;37;1;1;;;0
212;91;55;0;0;;;0
213;91;58;0;0;;;0
214;91;76;0;0;;;0
215;91;78;0;0;;;0
216;91;79;0;0;;;0
217;92;44;0;0;;;0
218;92;31;1;1;;;0
219;92;90;0;0;;;0
220;91;22;0;0;;;0
221;91;32;0;0;;;0
222;91;53;0;0;;;0
223;92;50;0;0;;;0
224;17;1;1;0;;;0
225;76;65;0;0;32;7;0
226;21;65;0;0;20;78;0
227;93;81;0;0;36;81;0
228;93;13;0;0;36;81;0
229;93;34;0;0;36;81;0
230;93;51;1;1;36;81;0
231;94;49;1;1;;;0
232;95;27;1;1;;;0
233;95;76;0;0;;;0
234;95;46;0;0;;;0
235;95;31;0;0;;;0
236;95;36;0;0;;;0
237;95;73;0;0;;;0
238;95;58;0;0;;;0
239;95;85;0;0;;;0
240;95;89;0;0;;;0
241;95;90;0;0;;;0
242;96;22;1;0;;;0
243;96;48;0;0;;;0
244;97;14;1;1;;;0
245;98;51;1;1;;;0
246;99;76;1;1;;;0
