1;1;61;1;0;;;1
2;1;20;0;0;;;1
3;2;9;0;0;6;42;1
4;2;42;1;0;6;42;1
5;3;23;1;0;;;0
6;3;15;1;0;;;0
7;3;48;0;0;;;0
8;3;18;0;0;;;0
9;4;43;0;0;7;89;0
10;4;79;1;0;7;89;0
11;5;62;1;0;;;0
12;6;82;0;0;;;0
13;7;26;1;1;;;0
14;9;9;1;0;;;0
15;10;11;0;0;;;0
16;10;39;0;0;;;0
17;11;58;1;0;16;84;0
18;11;84;0;0;16;84;0
19;12;29;0;0;;;0
20;12;38;0;0;;;0
21;13;38;0;0;;;0
22;14;38;0;0;;;0
23;12;83;0;0;;;0
24;13;83;0;0;;;0
25;13;29;0;0;;;0
26;14;29;0;0;;;0
27;14;83;0;0;;;0
28;15;29;1;1;20;29;0
29;15;24;0;1;21;24;0
30;15;37;0;1;22;37;0
31;16;17;1;1;23;17;0
32;17;78;1;1;25;78;0
33;18;8;1;1;26;8;0
34;19;70;1;1;28;70;0
35;20;7;1;1;17;7;0
36;20;63;0;1;18;63;0
37;20;45;0;1;19;45;0
38;21;55;0;1;24;55;0
39;8;45;1;1;;;0
40;4;66;0;0;7;89;0
41;4;89;0;0;7;89;0
45;16;4;0;0;23;17;0
51;15;10;0;0;22;37;0
53;22;13;1;1;;;0
54;22;10;0;0;;;0
55;22;24;0;0;;;0
56;22;29;0;0;;;0
57;22;37;0;0;;;0
58;22;88;0;0;;;0
60;24;45;0;0;;;0
61;24;7;0;0;;;0
62;24;63;0;0;;;0
63;24;62;0;0;;;0
64;24;21;0;0;;;0
65;24;60;0;0;;;0
67;24;86;0;0;;;0
68;24;26;1;0;;;0
69;20;86;0;0;19;45;0
70;26;34;1;0;;;0
71;27;25;0;0;;;0
72;27;44;1;0;;;0
73;28;57;0;0;;;0
74;28;27;1;1;;;0
75;29;49;1;1;;;0
76;30;33;1;1;;;0
77;30;81;1;1;;;0
78;31;32;1;1;;;0
79;31;69;0;0;;;0
80;32;1;0;0;;;0
81;32;40;1;1;;;0
